OGid	Method	OGtype	Species	Sp_geneID	GeneID	GO_status	GeneStart	GeneEnd	Strand	Scaffold	ExonCount	ProtLength	RNAseq_Coverage	RNAseq_status	AnnotStatus_1	AnnotStatus_2	AnnotStatus_3
OG_21	BROC	1.1.0.1.1.1	Dver	Dver_jg8846.t1	jg8846	-	715193	725125	-	ctg60	4	193	1032.5832662102296	Good	Annotated	CD_NA	CDCoil_NA
OG_21	BROC	1.1.0.1.1.1	Dban	Dban_jg4376.t1	jg4376	-	134921	145303	+	ctg12	4	145	478.0088614910422	Good	Annotated	CD_NA	CDCoil_NA
OG_21	BROC	1.1.0.1.1.1	Dgom	Dgom_jg19238.t1	jg19238	-	171987	186343	-	ctg2169	3	148	1.5469490108665367	Bad	Annotated	CD_NA	CDCoil_NA
OG_22	BROC	1.1.1.1.1.2	Dcat	Dcat_jg28289.t1	jg28289	+	407106338	407178856	-	Scaffold_3	13	1377	157.74588378057862	Good	Annotated	Annotated	Annotated
OG_22	BROC	1.1.1.1.1.2	Dtil	Dtil_jg16066.t1	jg16066	+	11728029	11774045	+	Scaffold_4	17	575	212.91881084840057	Good	Annotated	Annotated	Annotated
OG_22	BROC	1.1.1.1.1.2	Dsil	Dsil_jg11067.t1	jg11067	+	161831417	161856039	+	Scaffold_15005_HRSCAF_18897	6	193	132.55166111607505	Good	Annotated	Annotated	Annotated
OG_22	BROC	1.1.1.1.1.2	Dver	Dver_jg8838.t1	jg8838	+	393114	427061	+	ctg60	10	314	68.12059975844699	Good	Annotated	Annotated	Annotated
OG_22	BROC	1.1.1.1.1.2	Dban	Dban_jg4384.t1	jg4384	+	454347	492882	-	ctg12	10	402	177.1491630984819	Good	Annotated	Annotated	Annotated
OG_22	BROC	1.1.1.1.1.2	Dgom	Dgom_jg24176.t1	jg24176	+	3617	33150	+	ctg8193_MOextra	10	360	34.17058883283107	Good	Annotated	Annotated	Annotated
OG_22	BROC	1.1.1.1.1.2	Dgom	Dgom_jg3014.t1	jg3014	+	295503	302948	+	ctg128	4	69	15.37367360644728	Good	Annotated	Annotated	Annotated
OG_23	BROC	0.1.1.1.3.2	Dtil	Dtil_jg16065.t1	jg16065	+	11720343	11722889	+	Scaffold_4	1	849	263.8707776904949	Good	Annotated	Annotated	Annotated
OG_23	BROC	0.1.1.1.3.2	Dsil	Dsil_jg11066.t1	jg11066	+	161823110	161825656	+	Scaffold_15005_HRSCAF_18897	1	849	179.3322859387274	Good	Annotated	Annotated	Annotated
OG_23	BROC	0.1.1.1.3.2	Dver	Dver_jg8837.t1	jg8837	+	385066	387591	+	ctg60	1	842	98.26415841584158	Good	Annotated	Annotated	Annotated
OG_23	BROC	0.1.1.1.3.2	Dban	Dban_jg4385.t1	jg4385	+	493449	494654	-	ctg12	1	402	217.11286307053942	Good	Annotated	Annotated	Annotated
OG_23	BROC	0.1.1.1.3.2	Dban	Dban_jg4387.t1	jg4387	-	495345	495992	-	ctg12	1	216	198.89953632148377	Good	Annotated	CD_NA	CDCoil_NA
OG_23	BROC	0.1.1.1.3.2	Dban	Dban_jg4386.t1	jg4386	-	494791	495234	-	ctg12	1	148	207.20541760722347	Good	Annotated	Annotated	Annotated
OG_23	BROC	0.1.1.1.3.2	Dgom	Dgom_jg3013.t1	jg3013	+	288474	289679	+	ctg128	1	402	27.74273858921162	Good	Annotated	Annotated	Annotated
OG_23	BROC	0.1.1.1.3.2	Dgom	Dgom_jg3012.t1	jg3012	-	287135	288220	+	ctg128	1	362	27.186175115207373	Good	Annotated	Annotated	CDCoil_NA
OG_24	BROC	0.0.0.0.1.1	Dban	Dban_jg4383.t1	jg4383	-	450469	454112	-	ctg12	3	80	374.1970903101839	Good	Norm_NA	CD_NA	CDCoil_NA
OG_24	BROC	0.0.0.0.1.1	Dgom	Dgom_jg24043.t1	jg24043	-	45135	48626	-	ctg6390	2	61	40.20739043254082	Good	Norm_NA	CD_NA	CDCoil_NA
OG_25	BROC	1.0.0.0.1.0	Dcat	Dcat_jg40106.t1	jg40106	-	8140953	8141246	+	Scaffold_2	1	98	2.8668941979522184	Bad	Norm_NA	CD_NA	CDCoil_NA
OG_25	BROC	1.0.0.0.1.0	Dban	Dban_jg769.t1	jg769	-	578555	648741	+	ctg13	3	68	22.906904510871115	Good	Annotated	CD_NA	CDCoil_NA
OG_26	BROC	1.1.1.1.2.1	Dcat	Dcat_jg40108.t1	jg40108	+	8452647	8485552	-	Scaffold_2	3	1106	20.03704604163501	Good	Annotated	Annotated	Annotated
OG_26	BROC	1.1.1.1.2.1	Dtil	Dtil_jg9562.t1	jg9562	+	153093673	153101912	-	Scaffold_5_Vmt	5	734	16.120888457337056	Good	Annotated	Annotated	Annotated
OG_26	BROC	1.1.1.1.2.1	Dsil	Dsil_jg18446.t1	jg18446	-	7491139	7494315	+	Scaffold_15272_HRSCAF_19649	2	1000	10.025503778337532	Good	Annotated	CD_NA	CDCoil_NA
OG_26	BROC	1.1.1.1.2.1	Dver	Dver_jg906.t1	jg906	+	1333264	1342255	-	ctg224	2	567	3.4691358024691357	Bad	Annotated	Annotated	Annotated
OG_26	BROC	1.1.1.1.2.1	Dban	Dban_jg772.t1	jg772	+	838121	870865	-	ctg13	3	408	2.2639567554361104	Bad	Annotated	Annotated	Annotated
OG_26	BROC	1.1.1.1.2.1	Dban	Dban_jg771.t1	jg771	+	832978	837934	-	ctg13	3	293	11.625302663438257	Good	Annotated	Annotated	Annotated
OG_26	BROC	1.1.1.1.2.1	Dgom	Dgom_jg9163.t1	jg9163	+	464355	478327	-	ctg257_MOextra	5	740	2.9031634697967363	Bad	Annotated	Annotated	Annotated
OG_27	BROC	1.1.1.1.1.1	Dcat	Dcat_jg46203.t1	jg46203	+	369828896	369837979	+	Scaffold_2	3	157	1048.7484311350875	Good	Annotated	Annotated	Annotated
OG_27	BROC	1.1.1.1.1.1	Dtil	Dtil_jg6639.t1	jg6639	+	3019522	3026236	-	Scaffold_5_Vmt	3	118	2634.8763777182007	Good	Annotated	Annotated	Annotated
OG_27	BROC	1.1.1.1.1.1	Dsil	Dsil_jg20685.t1	jg20685	+	127611463	127618267	-	Scaffold_15272_HRSCAF_19649	3	118	855.0449735449736	Good	Annotated	Annotated	Annotated
OG_27	BROC	1.1.1.1.1.1	Dver	Dver_jg12762.t1	jg12762	+	704558	710478	+	ctg113	3	118	856.7162162162163	Good	Annotated	Annotated	Annotated
OG_27	BROC	1.1.1.1.1.1	Dban	Dban_jg13558.t1	jg13558	+	16665	24790	+	ctg14	3	118	1089.9693538461538	Good	Annotated	Annotated	Annotated
OG_27	BROC	1.1.1.1.1.1	Dgom	Dgom_jg7504.t1	jg7504	+	120906	127585	-	ctg270	3	157	1566.7385836203025	Good	Annotated	Annotated	Annotated
OG_28	BROC	1.2.1.1.2.1	Dcat	Dcat_jg46216.t1	jg46216	-	370358996	370366328	+	Scaffold_2	2	604	0.02973267866884888	Bad	Annotated	Annotated	CDCoil_NA
OG_28	BROC	1.2.1.1.2.1	Dtil	Dtil_jg6630.t1	jg6630	-	2625688	2626614	-	Scaffold_5_Vmt	2	212	9.0	Good	Norm_NA	CD_NA	CDCoil_NA
OG_28	BROC	1.2.1.1.2.1	Dtil	Dtil_jg6631.t1	jg6631	-	2626747	2640489	-	Scaffold_5_Vmt	3	318	10.935307815456266	Good	Annotated	Annotated	CDCoil_NA
OG_28	BROC	1.2.1.1.2.1	Dsil	Dsil_jg20655.t1	jg20655	-	126601139	126603826	-	Scaffold_15272_HRSCAF_19649	2	605	11.433569036099739	Good	Annotated	Annotated	Annotated
OG_28	BROC	1.2.1.1.2.1	Dver	Dver_jg12771.t1	jg12771	-	1056134	1064874	+	ctg113	4	418	8.757093821510297	Good	Annotated	Annotated	CDCoil_NA
OG_28	BROC	1.2.1.1.2.1	Dban	Dban_jg13569.t1	jg13569	-	402855	403352	+	ctg14	1	166	4.370221327967807	Bad	Norm_NA	CD_NA	CDCoil_NA
OG_28	BROC	1.2.1.1.2.1	Dban	Dban_jg13568.t1	jg13568	-	401947	402354	+	ctg14	1	136	4.0	Bad	Annotated	Annotated	CDCoil_NA
OG_28	BROC	1.2.1.1.2.1	Dgom	Dgom_jg4812.t1	jg4812	-	34560	34895	-	ctg1497_MOextra	1	112	0.0	Bad	Norm_NA	CD_NA	CDCoil_NA
OG_29	BROC	1.1.2.1.1.1	Dcat	Dcat_jg46214.t1	jg46214	-	370352062	370352427	+	Scaffold_2	1	122	0.31232876712328766	Bad	Annotated	CD_NA	CDCoil_NA
OG_29	BROC	1.1.2.1.1.1	Dtil	Dtil_jg6631.t1	jg6631	-	2626747	2640489	-	Scaffold_5_Vmt	3	318	10.935307815456266	Good	Annotated	Annotated	CDCoil_NA
OG_29	BROC	1.1.2.1.1.1	Dsil	Dsil_jg20656.t1	jg20656	-	126609861	126610853	-	Scaffold_15272_HRSCAF_19649	1	331	9.85383064516129	Good	Annotated	CD_NA	CDCoil_NA
OG_29	BROC	1.1.2.1.1.1	Dsil	Dsil_jg21152.t1	jg21152	-	1	503	-	Scaffold_8436_HRSCAF_9721	1	168	0.0	Bad	Annotated	CD_NA	CDCoil_NA
OG_29	BROC	1.1.2.1.1.1	Dver	Dver_jg12770.t1	jg12770	-	1055557	1056069	+	ctg113	1	171	7.974609375	Good	Annotated	CD_NA	CDCoil_NA
OG_29	BROC	1.1.2.1.1.1	Dban	Dban_jg13567.t1	jg13567	-	388098	395046	+	ctg14	3	307	5.806706966033391	Good	Annotated	Annotated	CDCoil_NA
OG_29	BROC	1.1.2.1.1.1	Dgom	Dgom_jg4813.t1	jg4813	-	41875	42576	-	ctg1497_MOextra	1	234	0.5492154065620543	Bad	Annotated	CD_NA	CDCoil_NA
OG_30	BROC	1.1.0.1.1.0	Dcat	Dcat_jg46218.t1	jg46218	-	370395999	370397685	+	Scaffold_2	2	84	0.0	Bad	Norm_NA	CD_NA	CDCoil_NA
OG_30	BROC	1.1.0.1.1.0	Dtil	Dtil_jg6629.t2	jg6629	-	2602217	2617285	-	Scaffold_5_Vmt	4	151	10.706729492965223	Good	Norm_NA	CD_NA	CDCoil_NA
OG_30	BROC	1.1.0.1.1.0	Dver	Dver_jg12773.t1	jg12773	-	1087709	1088614	+	ctg113	2	85	9.466298342541437	Good	Norm_NA	CD_NA	CDCoil_NA
OG_30	BROC	1.1.0.1.1.0	Dban	Dban_jg13572.t1	jg13572	-	425743	426496	+	ctg14	2	84	7.450199203187251	Good	Norm_NA	CD_NA	CDCoil_NA
OG_31	BROC	1.1.0.1.1.0	Dcat	Dcat_jg46213.t1	jg46213	-	370331331	370337770	+	Scaffold_2	2	115	0.9931666407827302	Bad	Norm_NA	CD_NA	CDCoil_NA
OG_31	BROC	1.1.0.1.1.0	Dtil	Dtil_jg6632.t1	jg6632	-	2646965	2650090	-	Scaffold_5_Vmt	2	91	10.06464	Good	Norm_NA	CD_NA	CDCoil_NA
OG_31	BROC	1.1.0.1.1.0	Dver	Dver_jg12769.t1	jg12769	-	1043987	1047430	+	ctg113	2	128	16.66279407493465	Good	Norm_NA	CD_NA	CDCoil_NA
OG_31	BROC	1.1.0.1.1.0	Dban	Dban_jg13566.t1	jg13566	-	378165	381429	+	ctg14	2	117	10.246323529411764	Good	Norm_NA	CD_NA	CDCoil_NA
OG_32	BROC	1.1.1.1.1.1	Dcat	Dcat_jg46207.t1	jg46207	+	369973335	369981755	+	Scaffold_2	3	155	2787.7844418052255	Good	Annotated	Annotated	Annotated
OG_32	BROC	1.1.1.1.1.1	Dtil	Dtil_jg6636.t1	jg6636	+	2923452	2931654	-	Scaffold_5_Vmt	4	157	5488.366130212144	Good	Annotated	Annotated	Annotated
OG_32	BROC	1.1.1.1.1.1	Dsil	Dsil_jg20682.t1	jg20682	+	127497111	127505217	+	Scaffold_15272_HRSCAF_19649	3	102	970.1014063656551	Good	Annotated	Annotated	Annotated
OG_32	BROC	1.1.1.1.1.1	Dver	Dver_jg12765.t1	jg12765	+	781058	788053	+	ctg113	3	158	1775.3907076483201	Good	Annotated	Annotated	Annotated
OG_32	BROC	1.1.1.1.1.1	Dban	Dban_jg13562.t1	jg13562	+	103069	112091	+	ctg14	4	153	4163.548326313456	Good	Annotated	Annotated	Annotated
OG_32	BROC	1.1.1.1.1.1	Dgom	Dgom_jg7501.t1	jg7501	+	28194	35125	-	ctg270	3	158	2717.6195354205743	Good	Annotated	Annotated	Annotated
OG_33	BROC	1.0.1.0.1.1	Dcat	Dcat_jg46217.t1	jg46217	-	370374880	370378810	+	Scaffold_2	2	89	19.563613231552164	Good	Norm_NA	CD_NA	CDCoil_NA
OG_33	BROC	1.0.1.0.1.1	Dsil	Dsil_jg20654.t1	jg20654	-	126592453	126594948	-	Scaffold_15272_HRSCAF_19649	2	88	12.592785571142285	Good	Norm_NA	CD_NA	CDCoil_NA
OG_33	BROC	1.0.1.0.1.1	Dban	Dban_jg13570.t1	jg13570	-	409283	412511	+	ctg14	4	95	17.570322180916975	Good	Norm_NA	CD_NA	CDCoil_NA
OG_33	BROC	1.0.1.0.1.1	Dgom	Dgom_jg4811.t1	jg4811	-	25141	25380	-	ctg1497_MOextra	1	80	2.6527196652719667	Bad	Norm_NA	CD_NA	CDCoil_NA
OG_34	BROC	1.1.1.1.1.1	Dcat	Dcat_jg46219.t1	jg46219	-	370447652	370469059	+	Scaffold_2	2	134	0.03765123557714766	Bad	Annotated	Annotated	Annotated
OG_34	BROC	1.1.1.1.1.1	Dtil	Dtil_jg6628.t1	jg6628	-	2585598	2590453	-	Scaffold_5_Vmt	2	123	18.604943357363542	Good	Norm_NA	CD_NA	CDCoil_NA
OG_34	BROC	1.1.1.1.1.1	Dsil	Dsil_jg20653.t1	jg20653	-	126557133	126563526	-	Scaffold_15272_HRSCAF_19649	2	122	161.44580009385265	Good	Norm_NA	CD_NA	CDCoil_NA
OG_34	BROC	1.1.1.1.1.1	Dver	Dver_jg12774.t1	jg12774	-	1105769	1112259	+	ctg113	2	122	9.220030816640985	Good	Norm_NA	CD_NA	CDCoil_NA
OG_34	BROC	1.1.1.1.1.1	Dban	Dban_jg13573.t1	jg13573	-	439465	444356	+	ctg14	2	122	9.198118994070741	Good	Norm_NA	CD_NA	CDCoil_NA
OG_34	BROC	1.1.1.1.1.1	Dgom	Dgom_jg6661.t1	jg6661	-	8347	14829	+	ctg2334_MOextra	2	122	0.056155507559395246	Bad	Norm_NA	CD_NA	CDCoil_NA
OG_35	BROC	1.1.1.2.2.1	Dcat	Dcat_jg38626.t1	jg38626	-	1204978	1240792	+	ctg1119_VPr	10	565	24.290584687552354	Good	Annotated	Annotated	Annotated
OG_35	BROC	1.1.1.2.2.1	Dtil	Dtil_jg22122.t1	jg22122	-	156444921	156474157	+	Scaffold_2	10	508	30.621152004378164	Good	Annotated	Annotated	Annotated
OG_35	BROC	1.1.1.2.2.1	Dsil	Dsil_jg15935.t1	jg15935	-	46037688	46055071	-	Scaffold_14178_HRSCAF_16784	10	514	16.901973192199275	Good	Annotated	Annotated	Annotated
OG_35	BROC	1.1.1.2.2.1	Dver	Dver_jg8984.t1	jg8984	-	1828441	1835465	+	ctg118	3	142	14.385392938496583	Good	Annotated	Annotated	Annotated
OG_35	BROC	1.1.1.2.2.1	Dver	Dver_jg8985.t1	jg8985	-	1835828	1846829	+	ctg118	7	335	18.522679756385784	Good	Annotated	Annotated	Annotated
OG_35	BROC	1.1.1.2.2.1	Dban	Dban_jg3992.t1	jg3992	-	54089	66863	-	ctg15	7	335	14.486613433536872	Good	Annotated	Annotated	Annotated
OG_35	BROC	1.1.1.2.2.1	Dban	Dban_jg3993.t1	jg3993	-	66911	73485	-	ctg15	4	214	5.1988135077578335	Good	Annotated	Annotated	Annotated
OG_35	BROC	1.1.1.2.2.1	Dgom	Dgom_jg5792.t1	jg5792	-	109165	128028	+	ctg3529	10	565	10.573132587605365	Good	Annotated	Annotated	Annotated
OG_36	BROC	1.0.1.1.1.1	Dcat	Dcat_jg38619.t1	jg38619	+	588618	594109	-	ctg1119_VPr	2	78	509.6410489892551	Good	Annotated	Annotated	Annotated
OG_36	BROC	1.0.1.1.1.1	Dsil	Dsil_jg15938.t1	jg15938	+	46145796	46148714	+	Scaffold_14178_HRSCAF_16784	4	196	476.0716244002742	Good	Annotated	Annotated	Annotated
OG_36	BROC	1.0.1.1.1.1	Dver	Dver_jg8978.t1	jg8978	+	1627497	1629478	-	ctg118	2	68	364.2604745078243	Good	Annotated	Annotated	Annotated
OG_36	BROC	1.0.1.1.1.1	Dban	Dban_jg3999.t1	jg3999	+	277485	279461	+	ctg15	2	68	833.3734817813765	Good	Annotated	Annotated	Annotated
OG_36	BROC	1.0.1.1.1.1	Dgom	Dgom_jg24013.t1	jg24013	+	1565	7297	+	ctg2100	2	71	360.7470341939986	Good	Annotated	Annotated	Annotated
OG_37	BROC	1.1.1.1.1.1	Dcat	Dcat_jg38618.t2	jg38618	+	587730	588562	-	ctg1119_VPr	2	141	896.5853365384615	Good	Annotated	Annotated	Annotated
OG_37	BROC	1.1.1.1.1.1	Dtil	Dtil_jg22090.t1	jg22090	+	155091723	155092572	+	Scaffold_2	2	143	1336.343934040047	Good	Annotated	Annotated	Annotated
OG_37	BROC	1.1.1.1.1.1	Dsil	Dsil_jg15938.t1	jg15938	+	46145796	46148714	+	Scaffold_14178_HRSCAF_16784	4	196	476.0716244002742	Good	Annotated	Annotated	Annotated
OG_37	BROC	1.1.1.1.1.1	Dver	Dver_jg8977.t1	jg8977	+	1626598	1627456	-	ctg118	2	146	682.6491841491842	Good	Annotated	Annotated	Annotated
OG_37	BROC	1.1.1.1.1.1	Dban	Dban_jg4000.t1	jg4000	+	279502	280356	+	ctg15	2	146	1180.9016393442623	Good	Annotated	Annotated	Annotated
OG_37	BROC	1.1.1.1.1.1	Dgom	Dgom_jg24014.t1	jg24014	+	7338	8192	+	ctg2100	2	146	946.2189695550351	Good	Annotated	Annotated	Annotated
OG_38	BROC	1.1.1.1.1.1	Dcat	Dcat_jg50963.t1	jg50963	+	692935706	692952744	-	Scaffold_2	8	284	877.014203545017	Good	Annotated	Annotated	Annotated
OG_38	BROC	1.1.1.1.1.1	Dtil	Dtil_jg12360.t1	jg12360	+	159581240	159597498	+	Scaffold_3	8	284	1329.864435969984	Good	Annotated	Annotated	Annotated
OG_38	BROC	1.1.1.1.1.1	Dsil	Dsil_jg5982.t1	jg5982	+	53017997	53027547	+	Scaffold_14804_HRSCAF_18385	6	218	499.0597905759162	Good	Annotated	Annotated	Annotated
OG_38	BROC	1.1.1.1.1.1	Dver	Dver_jg3197.t1	jg3197	+	700384	715734	+	ctg574	8	284	462.0331596091205	Good	Annotated	Annotated	Annotated
OG_38	BROC	1.1.1.1.1.1	Dban	Dban_jg1072.t1	jg1072	+	192357	208759	+	ctg1674_MOr1	10	327	684.3945860260944	Good	Annotated	Annotated	Annotated
OG_38	BROC	1.1.1.1.1.1	Dgom	Dgom_jg17829.t1	jg17829	+	112105	129122	+	ctg1341	9	269	339.493917846859	Good	Annotated	Annotated	Annotated
OG_39	BROC	3.1.1.2.2.2	Dcat	Dcat_jg13032.t1	jg13032	-	63532272	63538100	-	Scaffold_1_Vmt	2	130	1.0514756348661634	Bad	Norm_NA	CD_NA	CDCoil_NA
OG_39	BROC	3.1.1.2.2.2	Dcat	Dcat_jg5863.t1	jg5863	-	392627820	392630098	-	Scaffold_5	3	291	4.324846356453029	Bad	Annotated	CD_NA	CDCoil_NA
OG_39	BROC	3.1.1.2.2.2	Dcat	Dcat_jg39805.t1	jg39805	+	789938	831978	+	ctg1271_VPextra	9	505	0.6578972407231208	Bad	Annotated	Annotated	Annotated
OG_39	BROC	3.1.1.2.2.2	Dtil	Dtil_jg12977.t1	jg12977	-	198629334	198630075	-	Scaffold_3	2	151	3.0	Bad	Norm_NA	CD_NA	CDCoil_NA
OG_39	BROC	3.1.1.2.2.2	Dsil	Dsil_jg5289.t1	jg5289	-	9850802	9851578	-	Scaffold_14804_HRSCAF_18385	2	151	5.0	Good	Norm_NA	CD_NA	CDCoil_NA
OG_39	BROC	3.1.1.2.2.2	Dver	Dver_jg1740.t1	jg1740	-	677917	678249	+	ctg746	1	111	2.216867469879518	Bad	Norm_NA	CD_NA	CDCoil_NA
OG_39	BROC	3.1.1.2.2.2	Dver	Dver_jg4599.t1	jg4599	-	1177641	1178258	-	ctg30	1	206	3.3338735818476497	Bad	Norm_NA	CD_NA	CDCoil_NA
OG_39	BROC	3.1.1.2.2.2	Dban	Dban_jg23549.t1	jg23549	-	147364	147774	+	ctg1582	1	137	0.0	Bad	Norm_NA	CD_NA	CDCoil_NA
OG_39	BROC	3.1.1.2.2.2	Dban	Dban_jg18862.t1	jg18862	-	220891	222781	-	ctg465	2	114	0.05343915343915344	Bad	Norm_NA	CD_NA	CDCoil_NA
OG_39	BROC	3.1.1.2.2.2	Dgom	Dgom_jg23499.t1	jg23499	-	147584	148384	+	ctg390	2	160	2.0	Bad	Norm_NA	CD_NA	CDCoil_NA
OG_39	BROC	3.1.1.2.2.2	Dgom	Dgom_jg8540.t1	jg8540	-	97796	98107	-	ctg770	1	104	4.0	Bad	Annotated	Annotated	CDCoil_NA
OG_40	BROC	35.3.3.0.1.0	Dcat	Dcat_jg47118.t1	jg47118	-	433586579	433586878	+	Scaffold_2	1	100	42.0	Good	Annotated	Annotated	Annotated
OG_40	BROC	35.3.3.0.1.0	Dcat	Dcat_jg43536.t1	jg43536	-	225640514	225640972	-	Scaffold_2	1	153	552.0	Good	Annotated	Annotated	Annotated
OG_40	BROC	35.3.3.0.1.0	Dcat	Dcat_jg43435.t1	jg43435	-	220345999	220346418	-	Scaffold_2	1	140	2.0954653937947496	Bad	Annotated	Annotated	Annotated
OG_40	BROC	35.3.3.0.1.0	Dcat	Dcat_jg39199.t1	jg39199	-	12773	13827	+	Scaffold_1746	2	162	0.0	Bad	Annotated	Annotated	Annotated
OG_40	BROC	35.3.3.0.1.0	Dcat	Dcat_jg18525.t1	jg18525	-	393823937	393824527	-	Scaffold_1_Vmt	2	136	0.0	Bad	Annotated	Annotated	Annotated
OG_40	BROC	35.3.3.0.1.0	Dcat	Dcat_jg38301.t1	jg38301	-	79954	80295	+	ctg1232_VPr	1	114	54.0	Good	Annotated	Annotated	Annotated
OG_40	BROC	35.3.3.0.1.0	Dcat	Dcat_jg51339.t1	jg51339	-	717807006	717807308	-	Scaffold_2	1	101	6.552980132450331	Good	Annotated	Annotated	Annotated
OG_40	BROC	35.3.3.0.1.0	Dcat	Dcat_jg41007.t1	jg41007	-	66359949	66360407	-	Scaffold_2	1	153	2.0	Bad	Annotated	Annotated	Annotated
OG_40	BROC	35.3.3.0.1.0	Dcat	Dcat_jg18167.t1	jg18167	-	371451243	371451569	+	Scaffold_1_Vmt	1	109	32.0	Good	Annotated	Annotated	Annotated
OG_40	BROC	35.3.3.0.1.0	Dcat	Dcat_jg20308.t1	jg20308	-	510870574	510871032	+	Scaffold_1_Vmt	1	153	0.0	Bad	Annotated	Annotated	Annotated
OG_40	BROC	35.3.3.0.1.0	Dcat	Dcat_jg46254.t1	jg46254	-	372006109	372006731	+	Scaffold_2	2	149	301.9131832797428	Good	Annotated	Annotated	Annotated
OG_40	BROC	35.3.3.0.1.0	Dcat	Dcat_m1-g33229.t1	m1-g33229	-	52183453	52183875	+	Scaffold_3	2	141	303.0	Good	Annotated	CD_NA	CDCoil_NA
OG_40	BROC	35.3.3.0.1.0	Dcat	Dcat_jg30932.t1	jg30932	-	2450556	2450975	-	Scaffold_4	1	140	84.0	Good	Annotated	Annotated	Annotated
OG_40	BROC	35.3.3.0.1.0	Dcat	Dcat_jg27721.t1	jg27721	-	372895456	372895827	-	Scaffold_3	1	124	4.0	Bad	Annotated	Annotated	Annotated
OG_40	BROC	35.3.3.0.1.0	Dcat	Dcat_jg49888.t1	jg49888	-	620951028	620951330	-	Scaffold_2	1	101	375.47682119205297	Good	Annotated	Annotated	Annotated
OG_40	BROC	35.3.3.0.1.0	Dcat	Dcat_jg11020.t1	jg11020	-	39909	40196	+	ctg2088_VPextra	1	96	0.0	Bad	Annotated	Annotated	Annotated
OG_40	BROC	35.3.3.0.1.0	Dcat	Dcat_jg54336.t1	jg54336	-	1	361	+	Scaffold_2611	1	121	0.0	Bad	Annotated	Annotated	Annotated
OG_40	BROC	35.3.3.0.1.0	Dcat	Dcat_jg35814.t1	jg35814	-	338048209	338048553	-	Scaffold_4	1	115	15.267441860465116	Good	Annotated	Annotated	Annotated
OG_40	BROC	35.3.3.0.1.0	Dcat	Dcat_jg52012.t1	jg52012	-	760775501	760775923	-	Scaffold_2	1	141	271.0	Good	Annotated	Annotated	Annotated
OG_40	BROC	35.3.3.0.1.0	Dcat	Dcat_jg42629.t1	jg42629	-	177064343	177064711	-	Scaffold_2	1	123	1.1603260869565217	Bad	Annotated	Annotated	Annotated
OG_40	BROC	35.3.3.0.1.0	Dcat	Dcat_jg30272.t1	jg30272	-	493251	493865	-	Scaffold_10	1	205	794.5586319218241	Good	Annotated	Annotated	Annotated
OG_40	BROC	35.3.3.0.1.0	Dcat	Dcat_jg22449.t1	jg22449	-	5541641	5542009	-	Scaffold_3	1	123	969.9538043478261	Good	Annotated	Annotated	Annotated
OG_40	BROC	35.3.3.0.1.0	Dcat	Dcat_jg7563.t1	jg7563	-	536837355	536837723	-	Scaffold_5	1	123	31.453804347826086	Good	Annotated	Annotated	Annotated
OG_40	BROC	35.3.3.0.1.0	Dcat	Dcat_jg23631.t1	jg23631	-	79245413	79246033	-	Scaffold_3	1	207	4.879032258064516	Bad	Annotated	Annotated	Annotated
OG_40	BROC	35.3.3.0.1.0	Dcat	Dcat_jg2282.t1	jg2282	-	83797800	83798420	+	Scaffold_5	1	207	0.967741935483871	Bad	Annotated	Annotated	Annotated
OG_40	BROC	35.3.3.0.1.0	Dcat	Dcat_jg48556.t1	jg48556	-	532940504	532940872	+	Scaffold_2	1	123	62.53260869565217	Good	Annotated	Annotated	Annotated
OG_40	BROC	35.3.3.0.1.0	Dcat	Dcat_jg22680.t1	jg22680	-	18853279	18865974	+	Scaffold_3	2	153	38.11524222134699	Good	Annotated	Annotated	Annotated
OG_40	BROC	35.3.3.0.1.0	Dcat	Dcat_jg42435.t1	jg42435	-	163555056	163555977	-	Scaffold_2	2	275	0.21932681867535286	Bad	Annotated	Annotated	Annotated
OG_40	BROC	35.3.3.0.1.0	Dcat	Dcat_jg46626.t1	jg46626	-	395394768	395395112	-	Scaffold_2	1	115	161.0	Good	Annotated	Annotated	Annotated
OG_40	BROC	35.3.3.0.1.0	Dcat	Dcat_jg39115.t1	jg39115	-	1645610	1646301	+	ctg212_VPextra	2	197	10.088277858176555	Good	Annotated	Annotated	Annotated
OG_40	BROC	35.3.3.0.1.0	Dcat	Dcat_jg6048.t1	jg6048	-	407863503	407864203	+	Scaffold_5	2	181	7.4157142857142855	Good	Annotated	Annotated	Annotated
OG_40	BROC	35.3.3.0.1.0	Dcat	Dcat_jg32336.t1	jg32336	-	90505002	90505421	-	Scaffold_4	1	140	30.0	Good	Annotated	Annotated	Annotated
OG_40	BROC	35.3.3.0.1.0	Dcat	Dcat_jg1669.t1	jg1669	-	33893447	33894166	-	Scaffold_5	1	240	1.0	Bad	Annotated	Annotated	Annotated
OG_40	BROC	35.3.3.0.1.0	Dcat	Dcat_jg44663.t1	jg44663	-	278484708	278484956	+	Scaffold_2	1	83	291.1491935483871	Good	Annotated	Annotated	Annotated
OG_40	BROC	35.3.3.0.1.0	Dcat	Dcat_jg4170.t1	jg4170	-	248602973	248603317	-	Scaffold_5	1	115	144.00872093023256	Good	Annotated	Annotated	Annotated
