  score_SW    perc_divg    perc_del    perc_ins  sequid                         begin     end  orient    name                default_repclass               overlapping      bp_naive    bp_algor
       824         15.3        11.5         1.4  DsilchrX                      112230  112421  C         rnd-5_family-2072   __ClassII_nMITE                True                  192          40
      1018          8           1.3         2    DsilchrX                      112270  112422  +         rnd-1_family-17     __ClassII_DNA_TcMar_MITE       False                 153         153
       435         15           2.9         2.9  DsilchrX                      112446  112486  C         rnd-1_family-1925   __ClassII_DNA_TcMar_MITE       False                  41          41
      1690          8.2         0           1.3  DsilchrX                      112487  112720  +         rnd-6_family-6610   __ClassII_DNA_hAT_MITE         False                 234         234
       344         18.5        11.1         1.9  DsilchrX                      112815  112913  +         rnd-6_family-1239   __unknown                      False                  99          99
       239         21.1        11.3         0    DsilchrX                      112855  112912  C         rnd-5_family-4861   DNA/hAT-Charlie                True                   58           0
      2183         12.5         4.9         3.4  DsilchrX                      112913  113318  +         rnd-3_family-172    __ClassII_DNA_hAT_MITE         False                 406         406
       351         12.7         1.5         3.1  DsilchrX                      113262  113326  C         rnd-6_family-3033   __ClassII_DNA_TcMar_nMITE      True                   65           8
       305         14.8         3.5         6    DsilchrX                      113323  113408  +         rnd-6_family-503    SINE/tRNA                      True                   86           6
      2529          7.4         3.1         0    DsilchrX                      113333  113683  +         rnd-1_family-3      __ClassI_nLTR_LINE_RTE         False                 351         351
       556         26.6         5.8         5.5  DsilchrX                      113411  113700  +         rnd-6_family-2433   __ClassI_LTR_Gypsy             True                  290          17
      3138         12.4         4.9         0.6  DsilchrX                      113701  114209  +         rnd-1_family-318    __ClassII_DNA_TcMar_MITE       False                 509         509
      3052         12.1         4.7         0.4  DsilchrX                      113785  114275  +         rnd-1_family-735    __ClassI_LTR_Gypsy             True                  491          66
       556         12.4         5.2         0    DsilchrX                      114288  114384  C         rnd-5_family-1250   DNA/hAT-Tip100                 False                  97          97
      3730          7.6         4.5         3.3  DsilchrX                      114439  114885  C         rnd-6_family-5211   __ClassIII_Helitron            False                 447         447
      1516          3.1         1.5         0    DsilchrX                      114886  115081  +         rnd-6_family-3653   __ClassII_DNA_TcMar_MITE       False                 196         196
       244         13.2         0           3.8  DsilchrX                      115071  115125  C         rnd-6_family-6182   __ClassII_DNA_hAT_nMITE        True                   55           3
       345          4.3         0           0    DsilchrX                      115085  115130  C         rnd-1_family-44     __unknown                      False                  46          46
      1351          5.3         4.8         0    DsilchrX                      115133  115320  +         rnd-6_family-3653   __ClassII_DNA_TcMar_MITE       False                 188         188
       264         23.4         4.4         1.7  DsilchrX                      115321  115433  +         rnd-6_family-3653   __ClassII_DNA_TcMar_MITE       True                  113          21
      1171          8.3         5.4         5.4  DsilchrX                      115342  115545  C         rnd-6_family-8154   __ClassIII_Helitron            False                 204         204
       261         19.7         5.2         2.9  DsilchrX                      115434  115456  +         rnd-6_family-646    __ClassII_DNA_TcMar_nMITE      True                   23           0
       536         13.7        10.5         4.1  DsilchrX                      115592  115705  +         rnd-5_family-598    __ClassII_DNA_Harbinger_MITE   False                 114         114
      4295         10.7         2.4         6.9  DsilchrX                      115713  116496  +         rnd-5_family-2156   DNA/hAT-Tip100                 False                 784         784
       277         26.6         6.6         1    DsilchrX                      116589  116679  +         rnd-4_family-2040   DNA/hAT                        True                   91          75
       474         20.5         6.9         5.6  DsilchrX                      116663  116678  +         rnd-4_family-1853   __ClassII_MITE                 False                  16          16
       580         15.4         9.1         4.7  DsilchrX                      116679  116818  +         rnd-1_family-17     __ClassII_DNA_TcMar_MITE       False                 140         140
       726         15.4         2.1         5.7  DsilchrX                      116819  116963  +         rnd-6_family-4539   DNA/hAT                        False                 145         145
       556         25.2         2.9         4.7  DsilchrX                      116964  116993  +         rnd-5_family-1225   __ClassII_DNA_TcMar_nMITE      False                  30          30
        12         15.5         3.5         0    DsilchrX                      118867  118895  +         (TTTAA)n            Simple_repeat                  False                  29          29
      1167         18.1         0           0.9  DsilchrX                      119709  119925  +         rnd-6_family-6920   __ClassII_MITE                 False                 217         217
       251         23.6         0          13.7  DsilchrX                      119878  119985  C         rnd-6_family-1528   __ClassII_MITE                 True                  108          19
      1104         20.8         6.7         1.1  DsilchrX                      119926  119966  C         rnd-4_family-41     DNA/hAT-Tip100                 False                  41          41
      1070         14.3        11.1         1.4  DsilchrX                      120082  120279  +         rnd-1_family-793    __ClassII_DNA_hAT_MITE         False                 198         198
       523         24.4         9.4         3.5  DsilchrX                      120932  120969  +         ltr-1_family-1080   LTR/Gypsy                      False                  38          38
       657         17.8         9.9         3.1  DsilchrX                      120970  120983  C         rnd-5_family-2828   __ClassII_DNA_hAT_MITE         False                  14          14
       712         14.8         0           4.7  DsilchrX                      120984  121118  C         rnd-6_family-1824   __ClassII_DNA_Harbinger_MITE   False                 135         135
       780         18.3         0.8         0    DsilchrX                      121750  121765  +         rnd-6_family-815    __ClassII_DNA_Mutator_MITE     False                  16          16
      3221         11.7         5.1         0.7  DsilchrX                      121766  122297  C         rnd-5_family-5036   __ClassII_DNA_hAT_MITE         False                 532         532
       402         18.4        11.9         3    DsilchrX                      122544  122728  +         rnd-6_family-3759   __ClassII_nMITE                True                  185          21
      2397          9.8         3.8         0.3  DsilchrX                      122565  122934  +         ltr-1_family-9      LTR/Gypsy                      False                 370         370
       628         24.6         2.5         6.6  DsilchrX                      122944  123100  +         rnd-1_family-7      SINE/tRNA-Deu-CR1              False                 157         157
       374         21.4         1.1         3.5  DsilchrX                      123026  123112  +         rnd-1_family-0      SINE/ID                        True                   87           0
      2397         14.9         1.7         1.4  DsilchrX                      123101  123522  +         rnd-5_family-3089   DNA/hAT-Tip100                 False                 422         422
      3372         25.4         8.3         2    DsilchrX                      124608  125636  +         rnd-1_family-838    DNA/TcMar-Tc1                  False                1029        1029
       655         22.7         0.6         0.3  DsilchrX                      125642  125799  +         rnd-4_family-103    __ClassII_DNA_hAT_MITE         False                 158         158
      1184         19          12.6         4.6  DsilchrX                      125986  126440  C         rnd-5_family-133    DNA/TcMar-Tigger               False                 455         455
       258         13.6         0           0    DsilchrX                      126403  126446  +         rnd-6_family-2641   __ClassII_MITE                 True                   44           6
        18          9.2         2.7         2.7  DsilchrX                      126604  126640  +         (TTTGATA)n          Simple_repeat                  False                  37          37
       500         14.3         4           2.9  DsilchrX                      127239  127339  C         rnd-4_family-275    __ClassII_DNA_hAT_MITE         False                 101         101
      2944         19.6         2.4         0.3  DsilchrX                      127393  127984  +         rnd-6_family-743    LINE/I                         False                 592         592
      1456          9.6         1.5         0    DsilchrX                      127968  128165  +         rnd-1_family-721    __ClassII_DNA_hAT_MITE         True                  198         181
      3149         15.9         2.6         4.8  DsilchrX                      128166  128867  +         rnd-5_family-684    LINE/I                         False                 702         702
        13         20.8         0           0    DsilchrX                      129705  129737  +         (TTTTAA)n           Simple_repeat                  False                  33          33
      2132         16.8         2.2         0.3  DsilchrX                      130542  130902  C         rnd-6_family-1753   LINE/Penelope                  False                 361         361
       798          6.1         0           0    DsilchrX                      130903  131001  C         rnd-5_family-3818   __ClassI_LTR_Gypsy             False                  99          99
       342         13.6         0           0    DsilchrX                      130996  131054  C         rnd-4_family-2786   DNA/hAT-Tip100                 True                   59          53
       514         15.9         1.1         0    DsilchrX                      131054  131141  C         rnd-5_family-6150   __ClassII_DNA_hAT_MITE         True                   88          17
       541         15.3         0           0    DsilchrX                      131071  131155  C         rnd-4_family-2786   DNA/hAT-Tip100                 False                  85          85
       526         16.1         8           0    DsilchrX                      131172  131283  +         rnd-4_family-578    __ClassII_DNA_TcMar_nMITE      False                 112         112
       779         17.1         2.1         0    DsilchrX                      131291  131430  C         rnd-6_family-1753   LINE/Penelope                  False                 140         140
       410         10.4         0          16.5  DsilchrX                      131429  131520  +         rnd-6_family-2516   __ClassII_DNA_Harbinger_MITE   True                   92          76
       527         25.2         2.7         1.3  DsilchrX                      131507  131633  +         rnd-1_family-394    DNA/hAT-Charlie                False                 127         127
      1931         11.2        13.8         1    DsilchrX                      131634  132033  +         rnd-6_family-4219   __ClassI_LTR_Gypsy             True                  400         245
      2273         29.5         2.8         1.3  DsilchrX                      131879  132833  +         rnd-5_family-154    DNA/TcMar-Tc4                  False                 955         955
       374         21           0           1.2  DsilchrX                      132893  132974  +         rnd-1_family-527    __ClassI_LTR_Copia             True                   82          78
      1306         15.7         6.9         1    DsilchrX                      132971  133246  +         rnd-4_family-1044   __ClassII_MITE                 False                 276         276
        13          0           0           0    DsilchrX                      133293  133309  +         (TTA)n              Simple_repeat                  False                  17          17
       716         15.1        15.7         0    DsilchrX                      133310  133475  C         rnd-5_family-2251   DNA/TcMar-Pogo                 False                 166         166
      1070         14.7        16           6.2  DsilchrX                      133563  133844  +         rnd-4_family-859    __ClassII_MITE                 False                 282         282
       973         24           2.6         2.6  DsilchrX                      134158  134388  C         rnd-5_family-515    __ClassII_DNA_hAT_MITE         False                 231         231
      3177         18.9         4           2.1  DsilchrX                      134564  135260  +         rnd-4_family-202    __ClassII_nMITE                False                 697         697
       263         12.8         0           0    DsilchrX                      135263  135301  +         rnd-6_family-4985   __ClassII_DNA_TcMar_MITE       False                  39          39
       456         11.5         1.3         0    DsilchrX                      135757  135834  C         rnd-5_family-570    DNA/P                          False                  78          78
       307         17.7         0          13    DsilchrX                      135777  135854  C         rnd-5_family-701    __ClassII_nMITE                True                   78          20
      4251          5.7         0.3         1.1  DsilchrX                      135919  136594  C         rnd-5_family-75     __ClassII_MITE                 False                 676         676
      3111          4.9         5.1         0    DsilchrX                      136593  137024  +         rnd-5_family-3082   __ClassII_DNA_hAT_MITE         True                  432         430
      1523         21.2         0           2    DsilchrX                      137368  137670  +         rnd-6_family-365    DNA/hAT-Charlie                False                 303         303
       586         21.5         8.7         0    DsilchrX                      137741  137889  +         rnd-3_family-1042   __unknown                      True                  149          50
      1522         17.6         0.3         5.1  DsilchrX                      137791  138096  +         rnd-1_family-240    __ClassI_LTR_Gypsy             False                 306         306
       601          9           0.9         8.8  DsilchrX                      139163  139272  +         rnd-6_family-844    __ClassII_DNA_hAT_MITE         False                 110         110
       251         14.6         8           3.9  DsilchrX                      140587  140636  +         rnd-5_family-5348   DNA/hAT-Charlie                True                   50          27
       880         17.6         7           0.9  DsilchrX                      140614  140814  +         rnd-1_family-519    DNA/hAT-Charlie                True                  201         201
      1602          6          12.9         0    DsilchrX                      140814  141045  C         rnd-4_family-3053   DNA/hAT-Charlie                False                 232         232
      1239         20           2.4         3.6  DsilchrX                      141061  141369  +         rnd-3_family-140    DNA/hAT-Charlie                False                 309         309
      1986         15.3         4.2         3.7  DsilchrX                      141371  141798  +         rnd-6_family-13452  DNA/hAT-Blackjack              False                 428         428
       331         27.5         0           4.4  DsilchrX                      141777  141894  C         ltr-1_family-33     DNA/hAT-Tag1                   True                  118           0
       861          5.7         0           0    DsilchrX                      141793  141897  +         rnd-5_family-1353   SINE/ID                        False                 105          96
       667         11.8         7.4         2.4  DsilchrX                      141803  141923  +         ltr-1_family-21     __unknown                      True                  121           0
      1310         12.5         3.1         0.9  DsilchrX                      141895  142120  +         rnd-6_family-13452  DNA/hAT-Blackjack              False                 226         226
      4304          5.7         4           0.8  DsilchrX                      142241  142820  +         rnd-5_family-641    __ClassII_DNA_hAT_nMITE        False                 580         580
      1281          5           2.2         1.1  DsilchrX                      142921  143101  +         rnd-5_family-641    __ClassII_DNA_hAT_nMITE        False                 181         181
      1884         13.6         0.6         1.6  DsilchrX                      143268  143581  +         rnd-5_family-2658   DNA/TcMar-Tc1                  False                 314         314
      1582         11.6         2           1.2  DsilchrX                      143560  143804  +         rnd-5_family-2658   DNA/TcMar-Tc1                  True                  245         223
      5360          8.8         8.3         2.5  DsilchrX                      143809  144754  C         rnd-4_family-1151   __ClassII_DNA_hAT_nMITE        False                 946         946
       247         18.8         0           2.1  DsilchrX                      144723  144771  +         rnd-6_family-10269  __ClassII_DNA_hAT_MITE         True                   49          13
      1464          9.5         0.9         0.9  DsilchrX                      144768  144980  +         rnd-5_family-764    DNA/TcMar-Tc1                  False                 213         213
      7930          4.4         1.8         0.2  DsilchrX                      145137  146139  C         rnd-1_family-170    DNA/TcMar-Tc4                  False                1003        1003
       592          8.4        14.6         0.9  DsilchrX                      146058  146153  C         rnd-1_family-111    __ClassII_DNA_TcMar_MITE       True                   96          14
      1328         16.7         2           2.8  DsilchrX                      146299  146551  C         rnd-5_family-3061   DNA                            False                 253         253
      2234          8.3         4.6         0    DsilchrX                      147063  147386  +         rnd-6_family-424    DNA/hAT-Tip100                 False                 324         324
      5197         11.2         3.1         0.4  DsilchrX                      147481  148245  C         rnd-5_family-106    DNA/TcMar-Tc1                  False                 765         765
        15          5.5         0           0    DsilchrX                      148668  148686  +         (TG)n               Simple_repeat                  False                  19          19
       252          0          26.1         0    DsilchrX                      148727  148772  +         ltr-1_family-575    DNA/TcMar-Tigger               True                   46          15
       595         17.9        33.7         0.4  DsilchrX                      148742  148758  C         ltr-1_family-693    LTR/Gypsy                      False                  17          17
       788         15.1        22           0.5  DsilchrX                      148759  148854  C         rnd-5_family-2362   DNA/TcMar-Tigger               False                  96          96
      1004         17.2         7           2.1  DsilchrX                      148855  149093  +         rnd-1_family-277    __ClassI_LTR_BEL               True                  239         209
      3202          8.7         4.7         1    DsilchrX                      149064  149550  C         rnd-6_family-1803   __ClassII_MITE                 False                 487         487
      1458         16.9         4.3         1.2  DsilchrX                      149287  149615  +         rnd-6_family-2086   DNA/TcMar-Pogo                 True                  329          65
      1642         16.2         3.1         6    DsilchrX                      149616  149861  +         ltr-1_family-531    LTR/Pao                        False                 246         246
       277         20           1.3         4    DsilchrX                      149794  149871  +         rnd-5_family-324    DNA/TcMar-Tigger               True                   78          10
      1530          1.1         0.6         0    DsilchrX                      149877  150055  C         rnd-6_family-2044   DNA/PiggyBac                   False                 179         179
       285         10.3         0           0    DsilchrX                      150051  150089  C         rnd-6_family-2044   DNA/PiggyBac                   True                   39          34
       950         17.1         1.9         0.2  DsilchrX                      150106  150287  +         rnd-5_family-1989   DNA/hAT-hAT5                   False                 182         182
       892         14.4         8.2         2    DsilchrX                      150127  150310  C         rnd-4_family-81     __ClassII_MITE                 True                  184          23
        15          5.5         0           0    DsilchrX                      150743  150761  +         (T)n                Simple_repeat                  False                  19          19
       658         16.7        13.6         0    DsilchrX                      152426  152557  C         rnd-6_family-314    __ClassII_DNA_Mutator_MITE     False                 132         132
       232         19.9        10.6         5.6  DsilchrX                      152700  152784  C         rnd-5_family-1006   DNA/TcMar-Tc1                  True                   85          13
      1721         17.2         5.2         2.5  DsilchrX                      152713  153057  C         rnd-6_family-922    SINE/tRNA                      False                 345         345
      1334         23.9         7           6.3  DsilchrX                      152716  153254  C         rnd-4_family-511    SINE/ID                        True                  539         197
       303         18.9         0           0    DsilchrX                      153212  153264  +         rnd-1_family-389    __ClassII_MITE                 True                   53          10
       318         20.3         0           0    DsilchrX                      153291  153354  C         rnd-1_family-30     DNA/TcMar-Tc1                  False                  64          64
       356         18.9         0           2.8  DsilchrX                      153355  153370  +         rnd-5_family-3236   LINE/I                         False                  16          16
      1594         19.2         8.9         1.6  DsilchrX                      153583  153985  C         rnd-6_family-707    __ClassII_DNA_TcMar_MITE       False                 403         403
       978         13.3         2.8         2.2  DsilchrX                      153992  154168  +         rnd-5_family-8089   DNA/hAT-hATm                   False                 177         177
       343         16.7         3           1.5  DsilchrX                      154177  154243  +         rnd-5_family-4257   DNA/hAT-hAT5                   True                   67          45
       380         20.8         6.5         3.1  DsilchrX                      154222  154345  C         ltr-1_family-983    LTR/Gypsy                      True                  124          21
      3485         13.6         5.1         5.4  DsilchrX                      154243  154932  C         rnd-4_family-1465   __unknown                      False                 690         690
       918         18.1         2.7         3.9  DsilchrX                      154935  155118  +         rnd-5_family-1908   __ClassII_DNA_hAT_MITE         False                 184         184
      1055         11           0           3.2  DsilchrX                      155123  155282  C         rnd-4_family-1465   __unknown                      False                 160         160
      3571         14.4         4.7         5.7  DsilchrX                      155290  156137  C         rnd-5_family-4232   __ClassII_DNA_TcMar_nMITE      False                 848         848
       266         22.1        10.3         3.2  DsilchrX                      156047  156163  C         ltr-1_family-983    LTR/Gypsy                      True                  117           1
      1052         18.2         5.1         0.4  DsilchrX                      156139  156353  C         rnd-5_family-2697   __ClassII_DNA_TcMar_MITE       False                 215         215
       327         15.3        18.1         0    DsilchrX                      156353  156424  C         rnd-1_family-330    __ClassII_DNA_hAT_MITE         True                   72          72
       675         21           5.9        12.4  DsilchrX                      156435  156673  +         rnd-5_family-2853   DNA/hAT-Blackjack              False                 239         239
      1585         12.7         1.5         1.8  DsilchrX                      157075  157339  +         rnd-6_family-1649   __ClassII_DNA_TcMar_nMITE      False                 265         265
      1688         14.5         0.3         0    DsilchrX                      157340  157428  +         rnd-1_family-641    DNA/TcMar-Tc1                  False                  89          89
      4147          7.5         6.2         1.1  DsilchrX                      157429  157993  C         rnd-1_family-479    DNA                            False                 565         565
       336          4.3         0           0    DsilchrX                      157994  158039  C         rnd-1_family-626    __ClassI_LTR_Gypsy             False                  46          46
      4147          7.5         6.2         1.1  DsilchrX                      158040  158397  C         rnd-1_family-479    DNA                            False                 358         358
      1940          4.9         0.4         0    DsilchrX                      158498  158744  C         rnd-1_family-135    DNA/hAT-Tip100                 False                 247         247
       703          8.4         0.7        21.4  DsilchrX                      158739  158890  +         rnd-5_family-705    LTR/Gypsy                      True                  152         146
       512         15.5         0.9         1.9  DsilchrX                      158804  158908  C         rnd-1_family-133    __ClassII_DNA_hAT_nMITE        True                  105           0
       531         23          11.1         0.6  DsilchrX                      158871  158882  C         rnd-5_family-586    DNA/hAT-Tip100                 False                  12           0
       595         17.4         0           2.6  DsilchrX                      158883  159000  +         rnd-1_family-23     __ClassII_DNA_hAT_MITE         True                  118           7
       903         10.8         7.9         0    DsilchrX                      158898  159036  C         rnd-1_family-18     __ClassII_MITE                 False                 139         139
       290         27.1         1.7         4.4  DsilchrX                      158983  159029  C         rnd-1_family-259    __ClassI_LTR_BEL               True                   47           0
       531         23          11.1         0.6  DsilchrX                      159001  159032  C         rnd-5_family-586    DNA/hAT-Tip100                 False                  32           0
       407         10.3         0           0    DsilchrX                      159037  159094  C         rnd-5_family-705    LTR/Gypsy                      True                   58          56
      2598          6           5.5         0    DsilchrX                      159093  159440  C         rnd-1_family-178    DNA/hAT-Tip100                 False                 348         348
       793         14.3         8.9        15.6  DsilchrX                      159555  159745  +         rnd-5_family-2344   __ClassI_LTR_Gypsy             False                 191         191
        30          0           0           0    DsilchrX                      160467  160492  +         (AG)n               Simple_repeat                  False                  26          26
      3052          8.1         3.1         1.3  DsilchrX                      160493  160941  +         rnd-6_family-1164   DNA/hAT-Tip100                 False                 449         449
        23          0           2.3         9.8  DsilchrX                      161282  161325  +         (AAT)n              Simple_repeat                  False                  44          44
      1659         10.4         0.4         7.9  DsilchrX                      161409  161679  +         rnd-6_family-3645   __ClassII_DNA_hAT_MITE         False                 271         271
      1815          4.8         0           8.7  DsilchrX                      161723  161997  +         rnd-5_family-8077   __ClassII_DNA_hAT_MITE         False                 275         275
       546         17.9         8.5         0    DsilchrX                      162684  162789  +         rnd-1_family-530    DNA/hAT-Tip100                 True                  106          17
      1869         11.1         2.6         4.8  DsilchrX                      162701  162743  C         rnd-4_family-64     __ClassII_MITE                 False                  43          43
      2203          9.7         1.6         0.9  DsilchrX                      162744  163110  +         rnd-1_family-405    __ClassII_DNA_TcMar_MITE       False                 367         367
       424         10          10           0    DsilchrX                      163110  163179  C         rnd-4_family-64     __ClassII_MITE                 True                   70          70
       347         12.1        10.6         0    DsilchrX                      163124  163189  +         rnd-6_family-7599   DNA/Academ-1                   True                   66          10
        15          0           0           0    DsilchrX                      163517  163533  +         (TA)n               Simple_repeat                  False                  17          17
       644         17.2        12.4         2.3  DsilchrX                      164037  164197  C         rnd-1_family-7      __ClassII_DNA_hAT_MITE         False                 161         161
      1678         16.8         1.3         1.6  DsilchrX                      164198  164511  +         rnd-6_family-436    __ClassII_DNA_hAT_nMITE        False                 314         314
      1032         30.4         2.7         3.8  DsilchrX                      164383  164857  +         rnd-6_family-8958   LINE/I                         True                  475         346
       312         20.2         6.2         1.2  DsilchrX                      164875  164954  C         rnd-6_family-7200   DNA/hAT-Ac                     False                  80          80
       664         17.5         0.7         4.3  DsilchrX                      164955  165063  +         ltr-1_family-637    LTR/Pao                        False                 109         109
        19         11.7         0           0    DsilchrX                      165104  165131  +         (A)n                Simple_repeat                  False                  28          28
       283         17.4         0           0    DsilchrX                      165162  165207  C         rnd-6_family-8178   __ClassII_DNA_TcMar_nMITE      True                   46          20
       289         23.1        22.8         4.9  DsilchrX                      165182  165304  C         rnd-6_family-2702   __ClassII_MITE                 False                 123         123
      2083          9.2         2.2         0.6  DsilchrX                      165419  165562  C         rnd-5_family-3126   __ClassII_DNA_hAT_MITE         False                 144         144
     11650          7           2.7         2.1  DsilchrX                      165563  167216  +         rnd-5_family-277    DNA/hAT-Tip100                 False                1654        1654
      1318         13.5        11.8         0    DsilchrX                      167200  167221  C         ltr-1_family-1040   LTR/Gypsy                      True                   22           5
      1541          8.2         5.5         0    DsilchrX                      167222  167440  +         rnd-5_family-2621   DNA/hAT-Tip100                 False                 219         219
       298         27.7         8.3         4.5  DsilchrX                      167536  167728  C         rnd-6_family-2758   __ClassII_DNA_TcMar_MITE       True                  193          27
       597         27.5         3.5         1.4  DsilchrX                      167563  167765  C         rnd-5_family-13     __ClassI_LTR_BEL               False                 203         203
       251         33.5         0           6.2  DsilchrX                      167676  167777  +         rnd-6_family-436    DNA/TcMar-Pogo                 True                  102          12
       357         18.7         5.1         2    DsilchrX                      167826  167923  C         ltr-1_family-1030   LINE/RTE-BovB                  True                   98          18
       538          7.4         7.4         0    DsilchrX                      167844  167924  +         rnd-5_family-1585   __ClassII_DNA_CACTA_nMITE      True                   81          74
      1903         12.1         3.2         1.2  DsilchrX                      167918  168240  +         rnd-1_family-48     LINE/RTE-RTE                   False                 323         323
       480         15.4         5.7         1.8  DsilchrX                      167925  167946  C         rnd-4_family-285    DNA/hAT-Charlie                True                   22           0
       274         14.6         5.5         0    DsilchrX                      168220  168282  C         rnd-5_family-1371   DNA/hAT-Charlie                False                  63          42
       244         21.7         1.1        18.2  DsilchrX                      168509  168598  C         rnd-6_family-7568   __ClassII_nMITE                False                  90          90
       787         19.1         5.3         6.8  DsilchrX                      168763  168789  +         rnd-6_family-4825   DNA/hAT-Charlie                False                  27          27
      1062          5.4         6           0.6  DsilchrX                      168790  168938  +         rnd-5_family-1091   DNA/Sola-2                     False                 149         149
       988         10.9         1.8         6.2  DsilchrX                      168794  168960  C         rnd-1_family-15     __ClassII_DNA_TcMar_nMITE      True                  167          22
       291         14.9         0           2.1  DsilchrX                      169593  169640  +         rnd-4_family-129    __ClassII_DNA_hAT_MITE         False                  48          48
       336         12           0          10.2  DsilchrX                      169663  169727  +         rnd-4_family-129    __ClassII_DNA_hAT_MITE         False                  65          65
       480         14.1         0          19.4  DsilchrX                      170135  170257  +         rnd-4_family-129    __ClassII_DNA_hAT_MITE         False                 123         123
      1090         16.4         6.3         1.2  DsilchrX                      170307  170530  +         rnd-4_family-3982   DNA/hAT-hAT5                   False                 224         224
       448         21.9         8.9         6    DsilchrX                      171300  171325  C         rnd-5_family-1104   __ClassII_nMITE                False                  26          26
       704         13.2        12           1.1  DsilchrX                      171326  171479  C         rnd-2_family-41     __ClassII_DNA_TcMar_MITE       False                 154         154
       631         17.8        12.2         1.2  DsilchrX                      171350  171497  C         rnd-1_family-15     __ClassII_DNA_TcMar_nMITE      True                  148          18
       363         32.8         0.6         3.8  DsilchrX                      171478  171496  C         rnd-3_family-422    DNA/CMC-EnSpm                  True                   19           0
       412         30.7         0           2.9  DsilchrX                      171497  171637  +         rnd-4_family-374    __ClassI_LTR_Gypsy             False                 141         141
       307         19.7         0           1.5  DsilchrX                      172210  172276  C         rnd-6_family-268    LINE/L2                        True                   67           9
      2524         10.1         4.2         1.7  DsilchrX                      172219  172621  C         rnd-5_family-3089   DNA/hAT-Tip100                 False                 403         403
       259         25.5        12.6         8.2  DsilchrX                      172787  173055  +         ltr-1_family-1012   LTR/Copia                      True                  269          36
       950         23.2        10.9         3.7  DsilchrX                      172823  173180  C         rnd-2_family-108    tRNA                           False                 358         358
       401         21.7         4.7         0    DsilchrX                      173090  173195  +         rnd-5_family-74     __ClassII_MITE                 True                  106          15
       288         27           9.5         0    DsilchrX                      173092  173217  +         ltr-1_family-1006   __ClassII_nMITE                True                  126          22
       247         15.4         0           0    DsilchrX                      173220  173258  +         rnd-5_family-3642   __ClassII_DNA_hAT_MITE         True                   39          33
      3281          5           1.4         1.2  DsilchrX                      173253  173681  +         rnd-6_family-1822   __ClassII_MITE                 False                 429         429
       683         16.7         0.8         0    DsilchrX                      173682  173807  +         rnd-4_family-103    __ClassII_DNA_hAT_MITE         False                 126         126
       994          9.3         3.9         0.8  DsilchrX                      174175  174353  +         rnd-3_family-443    DNA                            False                 179         179
       905         15.7         8.4         0.5  DsilchrX                      174200  174378  C         rnd-6_family-3402   DNA/Zator                      True                  179          25
       909         17.3         6.7         8.6  DsilchrX                      175277  175591  C         rnd-3_family-2      DNA/hAT-Charlie                False                 315         315
        18          7.8         3.7         0    DsilchrX                      175733  175759  +         (TA)n               Simple_repeat                  False                  27          27
        27         12.3         3.8         0    DsilchrX                      175877  175929  +         (TACTAT)n           Simple_repeat                  False                  53          53
      1238         15.6         0           0.9  DsilchrX                      175953  176166  +         rnd-5_family-354    __ClassII_DNA_hAT_MITE         False                 214         214
       276         26.6         0           0    DsilchrX                      176116  176179  C         rnd-6_family-7374   __ClassII_nMITE                True                   64          13
        15         13.9         0           0    DsilchrX                      176743  176766  +         (T)n                Simple_repeat                  False                  24          24
        19         14.8         2.6         0    DsilchrX                      176980  177018  +         (CTTTT)n            Simple_repeat                  False                  39          39
        17          0           0           0    DsilchrX                      177111  177129  +         (T)n                Simple_repeat                  False                  19          19
      1065         13.7         1.8         9.8  DsilchrX                      177291  177509  C         rnd-1_family-155    DNA/TcMar-Pogo                 False                 219         219
       389         13           8.7         0    DsilchrX                      177978  178046  C         rnd-4_family-330    LINE/Penelope                  False                  69          69
       591         13.9         0.8        10.3  DsilchrX                      178087  178214  C         rnd-3_family-110    __ClassII_DNA_Harbinger_MITE   False                 128         128
      1503          8.6         0           2.4  DsilchrX                      178498  178712  +         rnd-5_family-2114   __ClassI_LTR                   False                 215         215
       543         20.7         0          20.5  DsilchrX                      179586  179767  +         rnd-6_family-1978   DNA/hAT-Tip100                 False                 182         182
       476         26.9         4.7         0    DsilchrX                      179893  180041  C         rnd-4_family-139    RC/Helitron                    False                 149         149
       623         18.4        10.1         0.5  DsilchrX                      180061  180229  +         rnd-4_family-972    __ClassI_LTR                   False                 169         169
       653         12           2.8         0    DsilchrX                      180233  180340  +         rnd-3_family-172    __ClassII_DNA_hAT_MITE         False                 108         108
       649         16.7         2.4         2.4  DsilchrX                      180234  180356  +         rnd-6_family-274    DNA/TcMar-Tc2                  True                  123          16
       743         19.2         6.2         0    DsilchrX                      180372  180532  C         rnd-4_family-1093   __ClassII_DNA_Harbinger_MITE   False                 161         161
       589         22           1.9         1.1  DsilchrX                      180431  180595  +         rnd-4_family-717    __ClassII_DNA_hAT_MITE         True                  165          63
       336         24.9         5.5        10.1  DsilchrX                      180657  180821  C         rnd-2_family-1      __ClassI_LTR_ERV               True                  165          40
      1155          2.9         0           0.7  DsilchrX                      180697  180834  C         rnd-1_family-24     __ClassII_DNA_hAT_MITE         False                 138         138
       980         12.8         0           1.9  DsilchrX                      180698  180856  +         rnd-1_family-17     __ClassII_DNA_TcMar_MITE       True                  159          22
